897,13,12,11,10,9,8,8,8,5,8,9,4,5,4,3,3,10,11,12,4,5,4,7,8,9,10,13,13,14,6,24,23,22,21,20,20,21,22,20,18,17,16,15,15,16,17,18,19,20,21,2,2,10,7,8,9,16,17,18,6,11,19,1,19,15,17,18,16,20,25,12,11,10,10,11,12,13,1,3,4,5,6,7,8,9,10,11,12,13,14,11,11,12,13,14,0,7,8,9,10,19,18,17,16,15,14,3,3,4,5,4,5,6,7,8,9,11,12,12,13,14,11,10,9,8,7,17,15,16,18,19,20,3,13,22,23,10,7,14,15,7,14
900,7,6,5,4,3,2,2,1,2,1,2,4,5,6,7,9,3,4,5,10,11,3,13,14,15,16,6,19,20,1,19,18,17,16,15,15,16,17,25,23,22,21,20,20,21,22,23,24,25,26,7,5,16,13,14,15,9,10,11,12,17,24,6,15,19,17,16,18,14,20,18,17,16,16,17,18,19,7,9,10,11,12,13,14,15,16,17,18,19,20,17,17,18,19,20,7,0,1,2,3,13,12,11,10,9,8,5,5,6,7,4,5,6,7,8,9,11,12,6,13,14,5,4,3,2,1,17,15,16,18,19,20,4,7,27,28,10,1,7,8,1,8
901,8,7,6,5,4,3,2,1,3,1,2,5,6,7,8,10,3,4,5,11,12,4,14,15,16,17,6,20,21,2,20,19,18,17,16,16,17,18,26,24,23,22,21,21,22,23,24,25,26,27,8,6,17,14,15,16,9,10,11,13,18,25,7,16,20,18,17,19,15,21,19,18,17,17,18,19,20,8,10,11,12,13,14,15,16,17,18,19,20,21,18,18,19,20,21,8,1,0,1,2,14,13,12,11,10,9,6,6,7,8,5,6,7,8,9,10,12,13,7,14,15,6,5,4,3,2,18,16,17,19,20,21,5,8,28,29,11,2,7,8,2,9
902,9,8,7,6,5,4,3,2,4,2,3,6,7,8,9,11,4,5,6,12,13,5,15,16,17,18,7,21,22,3,21,20,19,18,17,17,18,19,27,25,24,23,22,22,23,24,25,26,27,28,9,7,18,15,16,17,10,11,12,14,19,26,8,17,21,19,18,20,16,22,20,19,18,18,19,20,21,9,11,12,13,14,15,16,17,18,19,20,21,22,19,19,20,21,22,9,2,1,0,1,15,14,13,12,11,10,7,7,8,9,6,7,8,9,10,11,13,14,8,15,16,7,6,5,4,3,19,17,18,20,21,22,6,9,29,30,12,3,8,9,3,10
903,10,9,8,7,6,5,4,3,5,3,4,7,8,9,10,12,5,6,7,13,14,6,16,17,18,19,8,22,23,4,22,21,20,19,18,18,19,20,28,26,25,24,23,23,24,25,26,27,28,29,10,8,19,16,17,18,11,12,13,15,20,27,9,18,22,20,19,21,17,23,21,20,19,19,20,21,22,10,12,13,14,15,16,17,18,19,20,21,22,23,20,20,21,22,23,10,3,2,1,0,16,15,14,13,12,11,8,8,9,10,7,8,9,10,11,12,14,15,9,16,17,8,7,6,5,4,20,18,19,21,22,23,7,10,30,31,13,4,9,10,4,11
906,19,18,17,16,15,14,14,14,14,14,15,16,17,18,19,18,16,17,18,17,16,15,14,13,12,11,19,8,7,13,6,5,4,3,2,2,3,4,12,10,9,8,7,7,8,9,10,11,12,13,19,17,19,16,17,18,22,23,24,15,10,11,18,2,6,4,3,5,1,7,9,14,13,13,14,15,16,19,20,21,22,23,24,25,26,27,28,29,30,31,11,11,12,13,14,19,13,14,15,16,0,1,2,3,4,5,17,17,18,19,16,17,18,19,20,21,23,24,7,25,26,8,9,10,11,12,29,27,28,30,31,32,16,6,14,15,22,13,20,21,13,20
907,18,17,16,15,14,13,13,13,13,13,14,15,16,17,18,19,15,16,17,18,17,14,15,14,13,12,18,9,8,12,7,6,5,4,3,3,4,5,13,11,10,9,8,8,9,10,11,12,13,14,18,16,20,17,18,19,21,22,23,16,11,12,17,3,7,5,4,6,2,8,10,15,14,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,12,12,13,14,15,18,12,13,14,15,1,0,1,2,3,4,16,16,17,18,15,16,17,18,19,20,22,23,6,24,25,7,8,9,10,11,28,26,27,29,30,31,15,5,15,16,21,12,19,20,12,19
908,17,16,15,14,13,12,12,12,12,12,13,14,15,16,17,19,14,15,16,19,18,13,16,15,14,13,17,10,9,11,8,7,6,5,4,4,5,6,14,12,11,10,9,9,10,11,12,13,14,15,17,15,21,18,19,20,20,21,22,17,12,13,16,4,8,6,5,7,3,9,11,16,15,15,16,17,18,17,19,20,21,22,23,24,25,26,27,28,29,30,13,13,14,15,16,17,11,12,13,14,2,1,0,1,2,3,15,15,16,17,14,15,16,17,18,19,21,22,5,23,24,6,7,8,9,10,27,25,26,28,29,30,14,4,16,17,20,11,18,19,11,18
909,16,15,14,13,12,11,11,11,11,11,12,13,14,15,16,18,13,14,15,19,19,12,17,16,15,14,16,11,10,10,9,8,7,6,5,5,6,7,15,13,12,11,10,10,11,12,13,14,15,16,16,14,22,19,20,21,19,20,21,18,13,14,15,5,9,7,6,8,4,10,12,17,16,16,17,18,19,16,18,19,20,21,22,23,24,25,26,27,28,29,14,14,15,16,17,16,10,11,12,13,3,2,1,0,1,2,14,14,15,16,13,14,15,16,17,18,20,21,4,22,23,5,6,7,8,9,26,24,25,27,28,29,13,3,17,18,19,10,17,18,10,17
910,15,14,13,12,11,10,10,10,10,10,11,12,13,14,15,17,12,13,14,18,19,11,18,17,16,15,15,12,11,9,10,9,8,7,6,6,7,8,16,14,13,12,11,11,12,13,14,15,16,17,15,13,23,20,21,22,18,19,20,19,14,15,14,6,10,8,7,9,5,11,13,18,17,17,18,19,20,15,17,18,19,20,21,22,23,24,25,26,27,28,15,15,16,17,18,15,9,10,11,12,4,3,2,1,0,1,13,13,14,15,12,13,14,15,16,17,19,20,3,21,22,4,5,6,7,8,25,23,24,26,27,28,12,2,18,19,18,9,16,17,9,16
911,14,13,12,11,10,9,9,9,9,9,10,11,12,13,14,16,11,12,13,17,18,10,19,18,17,16,14,13,12,8,11,10,9,8,7,7,8,9,17,15,14,13,12,12,13,14,15,16,17,18,14,12,23,20,21,22,17,18,19,19,15,16,13,7,11,9,8,10,6,12,14,19,18,18,19,20,21,14,16,17,18,19,20,21,22,23,24,25,26,27,16,16,17,18,19,14,8,9,10,11,5,4,3,2,1,0,12,12,13,14,11,12,13,14,15,16,18,19,2,20,21,3,4,5,6,7,24,22,23,25,26,27,11,1,19,20,17,8,15,16,8,15
913,11,10,9,8,7,6,6,6,3,6,7,2,3,4,5,5,8,9,10,6,7,2,9,10,11,12,11,15,16,4,23,22,21,20,19,19,20,21,22,20,19,18,17,17,18,19,20,21,22,23,3,1,12,9,10,11,14,15,16,8,13,21,2,19,17,19,20,18,18,24,14,13,12,12,13,14,15,3,5,6,7,8,9,10,11,12,13,14,15,16,13,13,14,15,16,3,5,6,7,8,17,16,15,14,13,12,0,1,2,3,2,3,4,5,6,7,9,10,10,11,12,9,8,7,6,5,15,13,14,16,17,18,1,11,24,25,8,5,12,13,5,12
914,11,10,9,8,7,6,6,6,3,6,7,2,3,4,5,5,8,9,10,6,7,2,9,10,11,12,11,15,16,4,23,22,21,20,19,19,20,21,22,20,19,18,17,17,18,19,20,21,22,23,3,1,12,9,10,11,14,15,16,8,13,21,2,19,17,19,20,18,18,24,14,13,12,12,13,14,15,3,5,6,7,8,9,10,11,12,13,14,15,16,13,13,14,15,16,3,5,6,7,8,17,16,15,14,13,12,1,0,1,2,2,3,4,5,6,7,9,10,10,11,12,9,8,7,6,5,15,13,14,16,17,18,1,11,24,25,8,5,12,13,5,12
915,12,11,10,9,8,7,7,7,4,7,8,3,4,5,6,6,9,10,11,7,8,3,10,11,12,13,12,16,17,5,24,23,22,21,20,20,21,22,23,21,20,19,18,18,19,20,21,22,23,24,4,2,13,10,11,12,15,16,17,9,14,22,3,20,18,20,21,19,19,25,15,14,13,13,14,15,16,4,6,7,8,9,10,11,12,13,14,15,16,17,14,14,15,16,17,4,6,7,8,9,18,17,16,15,14,13,2,1,0,1,3,4,5,6,7,8,10,11,11,12,13,10,9,8,7,6,16,14,15,17,18,19,2,12,25,26,9,6,13,14,6,13
916,13,12,11,10,9,8,8,8,5,8,9,4,5,6,7,7,10,11,12,8,9,4,11,12,13,14,13,17,18,6,25,24,23,22,21,21,22,23,24,22,21,20,19,19,20,21,22,23,24,25,5,3,14,11,12,13,16,17,18,10,15,23,4,21,19,21,22,20,20,26,16,15,14,14,15,16,17,5,7,8,9,10,11,12,13,14,15,16,17,18,15,15,16,17,18,5,7,8,9,10,19,18,17,16,15,14,3,2,1,0,4,5,6,7,8,9,11,12,12,13,14,11,10,9,8,7,17,15,16,18,19,20,3,13,26,27,10,7,14,15,7,14
917,10,9,8,7,6,5,5,5,2,5,6,1,2,3,4,6,7,8,9,7,8,1,10,11,12,13,10,16,17,3,22,21,20,19,18,18,19,20,23,21,20,19,18,18,19,20,21,22,23,24,4,2,13,10,11,12,13,14,15,9,14,22,3,18,18,20,19,19,17,23,15,14,13,13,14,15,16,4,6,7,8,9,10,11,12,13,14,15,16,17,14,14,15,16,17,4,4,5,6,7,16,15,14,13,12,11,2,2,3,4,0,1,2,3,4,5,7,8,9,9,10,8,7,6,5,4,13,11,12,14,15,16,1,10,25,26,6,4,11,12,4,11
918,11,10,9,8,7,6,6,6,3,6,7,2,3,4,5,7,8,9,10,8,9,2,11,12,13,14,11,17,18,4,23,22,21,20,19,19,20,21,24,22,21,20,19,19,20,21,22,23,24,25,5,3,14,11,12,13,14,15,16,10,15,23,4,19,19,21,20,20,18,24,16,15,14,14,15,16,17,5,7,8,9,10,11,12,13,14,15,16,17,18,15,15,16,17,18,5,5,6,7,8,17,16,15,14,13,12,3,3,4,5,1,0,1,2,3,4,6,7,10,8,9,9,8,7,6,5,12,10,11,13,14,15,2,11,26,27,5,5,12,13,5,12
919,12,11,10,9,8,7,7,7,4,7,8,3,4,5,6,8,9,10,11,9,10,3,12,13,14,15,12,18,19,5,24,23,22,21,20,20,21,22,25,23,22,21,20,20,21,22,23,24,25,26,6,4,15,12,13,14,15,16,17,11,16,24,5,20,20,22,21,21,19,25,17,16,15,15,16,17,18,6,8,9,10,11,12,13,14,15,16,17,18,19,16,16,17,18,19,6,6,7,8,9,18,17,16,15,14,13,4,4,5,6,2,1,0,1,2,3,5,6,11,7,8,10,9,8,7,6,11,9,10,12,13,14,3,12,27,28,4,6,13,14,6,13
920,13,12,11,10,9,8,8,8,5,8,9,4,5,6,7,9,10,11,12,10,11,4,13,14,15,16,13,19,20,6,25,24,23,22,21,21,22,23,26,24,23,22,21,21,22,23,24,25,26,27,7,5,16,13,14,15,16,17,18,12,17,25,6,21,21,23,22,22,20,26,18,17,16,16,17,18,19,7,9,10,11,12,13,14,15,16,17,18,19,20,17,17,18,19,20,7,7,8,9,10,19,18,17,16,15,14,5,5,6,7,3,2,1,0,1,2,4,5,12,6,7,11,10,9,8,7,10,8,9,11,12,13,4,13,28,29,3,7,14,15,7,14
921,14,13,12,11,10,9,9,9,6,9,10,5,6,7,8,10,11,12,13,11,12,5,14,15,16,17,14,20,21,7,26,25,24,23,22,22,23,24,27,25,24,23,22,22,23,24,25,26,27,28,8,6,17,14,15,16,17,18,19,13,18,26,7,22,22,24,23,23,21,27,19,18,17,17,18,19,20,8,10,11,12,13,14,15,16,17,18,19,20,21,18,18,19,20,21,8,8,9,10,11,20,19,18,17,16,15,6,6,7,8,4,3,2,1,0,1,3,4,13,5,6,12,11,10,9,8,9,7,8,10,11,12,5,14,29,30,2,8,15,16,8,15
922,15,14,13,12,11,10,10,10,7,10,11,6,7,8,9,11,12,13,14,12,13,6,15,16,17,18,15,21,22,8,27,26,25,24,23,23,24,25,28,26,25,24,23,23,24,25,26,27,28,29,9,7,18,15,16,17,18,19,20,14,19,27,8,23,23,25,24,24,22,28,20,19,18,18,19,20,21,9,11,12,13,14,15,16,17,18,19,20,21,22,19,19,20,21,22,9,9,10,11,12,21,20,19,18,17,16,7,7,8,9,5,4,3,2,1,0,2,3,14,4,5,13,12,11,10,9,8,6,7,9,10,11,6,15,30,31,1,9,16,17,9,16
923,17,16,15,14,13,12,12,12,9,12,13,8,9,10,11,13,14,15,16,14,15,8,17,18,19,20,17,23,24,10,29,28,27,26,25,25,26,27,30,28,27,26,25,25,26,27,28,29,30,31,11,9,20,17,18,19,20,21,22,16,21,29,10,25,25,27,26,26,24,30,22,21,20,20,21,22,23,11,13,14,15,16,17,18,19,20,21,22,23,24,21,21,22,23,24,11,11,12,13,14,23,22,21,20,19,18,9,9,10,11,7,6,5,4,3,2,0,1,16,2,3,15,14,13,12,11,6,4,5,7,8,9,8,17,32,33,1,11,18,19,11,18
924,18,17,16,15,14,13,13,13,10,13,14,9,10,11,12,14,15,16,17,15,16,9,18,19,20,21,18,24,25,11,30,29,28,27,26,26,27,28,31,29,28,27,26,26,27,28,29,30,31,32,12,10,21,18,19,20,21,22,23,17,22,30,11,26,26,28,27,27,25,31,23,22,21,21,22,23,24,12,14,15,16,17,18,19,20,21,22,23,24,25,22,22,23,24,25,12,12,13,14,15,24,23,22,21,20,19,10,10,11,12,8,7,6,5,4,3,1,0,17,1,2,16,15,14,13,12,5,3,4,6,7,8,9,18,33,34,2,12,19,20,12,19
925,12,11,10,9,8,7,7,7,7,7,8,9,10,11,12,14,9,10,11,15,16,8,18,19,19,18,12,15,14,6,13,12,11,10,9,9,10,11,19,17,16,15,14,14,15,16,17,18,19,20,12,10,21,18,19,20,15,16,17,17,17,18,11,9,13,11,10,12,8,14,16,21,20,20,21,22,23,12,14,15,16,17,18,19,20,21,22,23,24,25,18,18,19,20,21,12,6,7,8,9,7,6,5,4,3,2,10,10,11,12,9,10,11,12,13,14,16,17,0,18,19,1,2,3,4,5,22,20,21,23,24,25,9,1,21,22,15,6,13,14,6,13
926,19,18,17,16,15,14,14,14,11,14,15,10,11,12,13,15,16,17,18,16,17,10,19,20,21,22,19,25,26,12,31,30,29,28,27,27,28,29,32,30,29,28,27,27,28,29,30,31,32,33,13,11,22,19,20,21,22,23,24,18,23,31,12,27,27,29,28,28,26,32,24,23,22,22,23,24,25,13,15,16,17,18,19,20,21,22,23,24,25,26,23,23,24,25,26,13,13,14,15,16,25,24,23,22,21,20,11,11,12,13,9,8,7,6,5,4,2,1,18,0,1,17,16,15,14,13,4,2,3,5,6,7,10,19,34,35,3,13,20,21,13,20
927,20,19,18,17,16,15,15,15,12,15,16,11,12,13,14,16,17,18,19,17,18,11,20,21,22,23,20,26,27,13,32,31,30,29,28,28,29,30,33,31,30,29,28,28,29,30,31,32,33,34,14,12,23,20,21,22,23,24,25,19,24,32,13,28,28,30,29,29,27,33,25,24,23,23,24,25,26,14,16,17,18,19,20,21,22,23,24,25,26,27,24,24,25,26,27,14,14,15,16,17,26,25,24,23,22,21,12,12,13,14,10,9,8,7,6,5,3,2,19,1,0,18,17,16,15,14,3,1,2,4,5,6,11,20,35,36,4,14,21,22,14,21
928,11,10,9,8,7,6,6,6,6,6,7,8,9,10,11,13,8,9,10,14,15,7,17,18,19,19,11,16,15,5,14,13,12,11,10,10,11,12,20,18,17,16,15,15,16,17,18,19,20,21,11,9,20,17,18,19,14,15,16,16,18,19,10,10,14,12,11,13,9,15,17,21,20,20,21,22,23,11,13,14,15,16,17,18,19,20,21,22,23,24,19,19,20,21,22,11,5,6,7,8,8,7,6,5,4,3,9,9,10,11,8,9,10,11,12,13,15,16,1,17,18,0,1,2,3,4,21,19,20,22,23,24,8,2,22,23,14,5,12,13,5,12
929,10,9,8,7,6,5,5,5,5,5,6,7,8,9,10,12,7,8,9,13,14,6,16,17,18,19,10,17,16,4,15,14,13,12,11,11,12,13,21,19,18,17,16,16,17,18,19,20,21,22,10,8,19,16,17,18,13,14,15,15,19,20,9,11,15,13,12,14,10,16,18,20,19,19,20,21,22,10,12,13,14,15,16,17,18,19,20,21,22,23,20,20,21,22,23,10,4,5,6,7,9,8,7,6,5,4,8,8,9,10,7,8,9,10,11,12,14,15,2,16,17,1,0,1,2,3,20,18,19,21,22,23,7,3,23,24,13,4,11,12,4,11
930,9,8,7,6,5,4,4,4,4,4,5,6,7,8,9,11,6,7,8,12,13,5,15,16,17,18,9,18,17,3,16,15,14,13,12,12,13,14,22,20,19,18,17,17,18,19,20,21,22,23,9,7,18,15,16,17,12,13,14,14,19,21,8,12,16,14,13,15,11,17,19,19,18,18,19,20,21,9,11,12,13,14,15,16,17,18,19,20,21,22,19,19,20,21,22,9,3,4,5,6,10,9,8,7,6,5,7,7,8,9,6,7,8,9,10,11,13,14,3,15,16,2,1,0,1,2,19,17,18,20,21,22,6,4,24,25,12,3,10,11,3,10
931,8,7,6,5,4,3,3,3,3,3,4,5,6,7,8,10,5,6,7,11,12,4,14,15,16,17,8,19,18,2,17,16,15,14,13,13,14,15,23,21,20,19,18,18,19,20,21,22,23,24,8,6,17,14,15,16,11,12,13,13,18,22,7,13,17,15,14,16,12,18,19,18,17,17,18,19,20,8,10,11,12,13,14,15,16,17,18,19,20,21,18,18,19,20,21,8,2,3,4,5,11,10,9,8,7,6,6,6,7,8,5,6,7,8,9,10,12,13,4,14,15,3,2,1,0,1,18,16,17,19,20,21,5,5,25,26,11,2,9,10,2,9
932,7,6,5,4,3,2,2,2,2,2,3,4,5,6,7,9,4,5,6,10,11,3,13,14,15,16,7,19,19,1,18,17,16,15,14,14,15,16,24,22,21,20,19,19,20,21,22,23,24,25,7,5,16,13,14,15,10,11,12,12,17,23,6,14,18,16,15,17,13,19,18,17,16,16,17,18,19,7,9,10,11,12,13,14,15,16,17,18,19,20,17,17,18,19,20,7,1,2,3,4,12,11,10,9,8,7,5,5,6,7,4,5,6,7,8,9,11,12,5,13,14,4,3,2,1,0,17,15,16,18,19,20,4,6,26,27,10,1,8,9,1,8
933,23,22,21,20,19,18,18,18,15,18,19,14,15,16,17,19,20,21,22,20,21,14,23,24,25,26,23,29,30,16,35,34,33,32,31,31,32,33,36,34,33,32,31,31,32,33,34,35,36,37,17,15,26,23,24,25,26,27,28,22,27,35,16,31,31,33,32,32,30,36,28,27,26,26,27,28,29,17,19,20,21,22,23,24,25,26,27,28,29,30,27,27,28,29,30,17,17,18,19,20,29,28,27,26,25,24,15,15,16,17,13,12,11,10,9,8,6,5,22,4,3,21,20,19,18,17,0,2,1,1,2,3,14,23,38,39,7,17,24,25,17,24
934,21,20,19,18,17,16,16,16,13,16,17,12,13,14,15,17,18,19,20,18,19,12,21,22,23,24,21,27,28,14,33,32,31,30,29,29,30,31,34,32,31,30,29,29,30,31,32,33,34,35,15,13,24,21,22,23,24,25,26,20,25,33,14,29,29,31,30,30,28,34,26,25,24,24,25,26,27,15,17,18,19,20,21,22,23,24,25,26,27,28,25,25,26,27,28,15,15,16,17,18,27,26,25,24,23,22,13,13,14,15,11,10,9,8,7,6,4,3,20,2,1,19,18,17,16,15,2,0,1,3,4,5,12,21,36,37,5,15,22,23,15,22
935,22,21,20,19,18,17,17,17,14,17,18,13,14,15,16,18,19,20,21,19,20,13,22,23,24,25,22,28,29,15,34,33,32,31,30,30,31,32,35,33,32,31,30,30,31,32,33,34,35,36,16,14,25,22,23,24,25,26,27,21,26,34,15,30,30,32,31,31,29,35,27,26,25,25,26,27,28,16,18,19,20,21,22,23,24,25,26,27,28,29,26,26,27,28,29,16,16,17,18,19,28,27,26,25,24,23,14,14,15,16,12,11,10,9,8,7,5,4,21,3,2,20,19,18,17,16,1,1,0,2,3,4,13,22,37,38,6,16,23,24,16,23
936,24,23,22,21,20,19,19,19,16,19,20,15,16,17,18,20,21,22,23,21,22,15,24,25,26,27,24,30,31,17,36,35,34,33,32,32,33,34,37,35,34,33,32,32,33,34,35,36,37,38,18,16,27,24,25,26,27,28,29,23,28,36,17,32,32,34,33,33,31,37,29,28,27,27,28,29,30,18,20,21,22,23,24,25,26,27,28,29,30,31,28,28,29,30,31,18,18,19,20,21,30,29,28,27,26,25,16,16,17,18,14,13,12,11,10,9,7,6,23,5,4,22,21,20,19,18,1,3,2,0,1,2,15,24,39,40,8,18,25,26,18,25
937,25,24,23,22,21,20,20,20,17,20,21,16,17,18,19,21,22,23,24,22,23,16,25,26,27,28,25,31,32,18,37,36,35,34,33,33,34,35,38,36,35,34,33,33,34,35,36,37,38,39,19,17,28,25,26,27,28,29,30,24,29,37,18,33,33,35,34,34,32,38,30,29,28,28,29,30,31,19,21,22,23,24,25,26,27,28,29,30,31,32,29,29,30,31,32,19,19,20,21,22,31,30,29,28,27,26,17,17,18,19,15,14,13,12,11,10,8,7,24,6,5,23,22,21,20,19,2,4,3,1,0,1,16,25,40,41,9,19,26,27,19,26
938,26,25,24,23,22,21,21,21,18,21,22,17,18,19,20,22,23,24,25,23,24,17,26,27,28,29,26,32,33,19,38,37,36,35,34,34,35,36,39,37,36,35,34,34,35,36,37,38,39,40,20,18,29,26,27,28,29,30,31,25,30,38,19,34,34,36,35,35,33,39,31,30,29,29,30,31,32,20,22,23,24,25,26,27,28,29,30,31,32,33,30,30,31,32,33,20,20,21,22,23,32,31,30,29,28,27,18,18,19,20,16,15,14,13,12,11,9,8,25,7,6,24,23,22,21,20,3,5,4,2,1,0,17,26,41,42,10,20,27,28,20,27
939,10,9,8,7,6,5,5,5,2,5,6,1,2,3,4,5,7,8,9,6,7,1,9,10,11,12,10,15,16,3,22,21,20,19,18,18,19,20,22,20,19,18,17,17,18,19,20,21,22,23,3,1,12,9,10,11,13,14,15,8,13,21,2,18,17,19,19,18,17,23,14,13,12,12,13,14,15,3,5,6,7,8,9,10,11,12,13,14,15,16,13,13,14,15,16,3,4,5,6,7,16,15,14,13,12,11,1,1,2,3,1,2,3,4,5,6,8,9,9,10,11,8,7,6,5,4,14,12,13,15,16,17,0,10,24,25,7,4,11,12,4,11
940,13,12,11,10,9,8,8,8,8,8,9,10,11,12,13,15,10,11,12,16,17,9,19,19,18,17,13,14,13,7,12,11,10,9,8,8,9,10,18,16,15,14,13,13,14,15,16,17,18,19,13,11,22,19,20,21,16,17,18,18,16,17,12,8,12,10,9,11,7,13,15,20,19,19,20,21,22,13,15,16,17,18,19,20,21,22,23,24,25,26,17,17,18,19,20,13,7,8,9,10,6,5,4,3,2,1,11,11,12,13,10,11,12,13,14,15,17,18,1,19,20,2,3,4,5,6,23,21,22,24,25,26,10,0,20,21,16,7,14,15,7,14
941,33,32,31,30,29,28,28,28,26,28,29,24,23,22,21,19,30,31,32,18,17,25,15,14,13,12,33,9,8,27,17,16,15,14,13,13,14,15,13,11,10,9,8,7,6,5,4,3,2,1,23,23,20,17,18,19,36,37,38,16,11,12,22,12,8,10,11,9,13,18,10,15,14,14,15,16,17,21,21,22,23,24,25,26,27,28,29,30,31,32,12,12,13,14,15,22,27,28,29,30,14,15,16,17,18,19,24,24,25,26,25,26,27,28,29,30,32,33,21,34,35,22,23,24,25,26,38,36,37,39,40,41,24,20,0,1,31,27,34,35,27,34
942,34,33,32,31,30,29,29,29,27,29,30,25,24,23,22,20,31,32,33,19,18,26,16,15,14,13,34,10,9,28,18,17,16,15,14,14,15,16,14,12,11,10,9,8,7,6,5,4,3,2,24,24,21,18,19,20,37,38,39,17,12,13,23,13,9,11,12,10,14,19,11,16,15,15,16,17,18,22,22,23,24,25,26,27,28,29,30,31,32,33,13,13,14,15,16,23,28,29,30,31,15,16,17,18,19,20,25,25,26,27,26,27,28,29,30,31,33,34,22,35,36,23,24,25,26,27,39,37,38,40,41,42,25,21,1,0,32,28,35,36,28,35
946,16,15,14,13,12,11,11,11,8,11,12,7,8,9,10,12,13,14,15,13,14,7,16,17,18,19,16,22,23,9,28,27,26,25,24,24,25,26,29,27,26,25,24,24,25,26,27,28,29,30,10,8,19,16,17,18,19,20,21,15,20,28,9,24,24,26,25,25,23,29,21,20,19,19,20,21,22,10,12,13,14,15,16,17,18,19,20,21,22,23,20,20,21,22,23,10,10,11,12,13,22,21,20,19,18,17,8,8,9,10,6,5,4,3,2,1,1,2,15,3,4,14,13,12,11,10,7,5,6,8,9,10,7,16,31,32,0,10,17,18,10,17
480,6,5,4,3,2,1,2,2,2,2,3,4,5,6,7,9,4,5,6,10,11,3,13,14,15,16,7,19,20,1,19,18,17,16,15,15,16,17,25,23,22,21,20,20,21,22,23,24,25,26,7,5,16,13,14,15,10,11,12,12,17,24,6,15,19,17,16,18,14,20,18,17,16,16,17,18,19,7,9,10,11,12,13,14,15,16,17,18,19,20,17,17,18,19,20,7,1,2,3,4,13,12,11,10,9,8,5,5,6,7,4,5,6,7,8,9,11,12,6,13,14,5,4,3,2,1,17,15,16,18,19,20,4,7,27,28,10,0,8,9,1,7
481,14,13,12,11,10,9,8,7,9,6,5,11,12,13,14,16,4,3,2,17,18,10,20,21,22,23,1,26,27,8,26,25,24,23,22,22,23,24,32,30,29,28,27,27,28,29,30,31,32,33,14,12,23,20,21,22,2,3,4,19,24,31,13,22,26,24,23,25,21,27,25,24,23,23,24,25,26,14,16,17,18,19,20,21,22,23,24,25,26,27,24,24,25,26,27,14,7,7,8,9,20,19,18,17,16,15,12,12,13,14,11,12,13,14,15,16,18,19,13,20,21,12,11,10,9,8,24,22,23,25,26,27,11,14,34,35,17,8,0,1,8,15
482,15,14,13,12,11,10,9,8,10,7,6,12,13,14,15,17,5,4,3,18,19,11,21,22,23,24,2,27,28,9,27,26,25,24,23,23,24,25,33,31,30,29,28,28,29,30,31,32,33,34,15,13,24,21,22,23,1,2,3,20,25,32,14,23,27,25,24,26,22,28,26,25,24,24,25,26,27,15,17,18,19,20,21,22,23,24,25,26,27,28,25,25,26,27,28,15,8,8,9,10,21,20,19,18,17,16,13,13,14,15,12,13,14,15,16,17,19,20,14,21,22,13,12,11,10,9,25,23,24,26,27,28,12,15,35,36,18,9,1,0,9,16
483,7,6,5,4,3,2,1,2,2,2,3,4,5,6,7,9,4,5,6,10,11,3,13,14,15,16,7,19,20,1,19,18,17,16,15,15,16,17,25,23,22,21,20,20,21,22,23,24,25,26,7,5,16,13,14,15,10,11,12,12,17,24,6,15,19,17,16,18,14,20,18,17,16,16,17,18,19,7,9,10,11,12,13,14,15,16,17,18,19,20,17,17,18,19,20,7,1,2,3,4,13,12,11,10,9,8,5,5,6,7,4,5,6,7,8,9,11,12,6,13,14,5,4,3,2,1,17,15,16,18,19,20,4,7,27,28,10,1,8,9,0,8
511,1,2,3,4,5,6,9,9,9,9,10,11,12,13,14,16,11,12,13,17,18,10,20,21,22,23,14,26,27,8,26,25,24,23,22,22,23,24,32,30,29,28,27,27,28,29,30,31,32,33,14,12,23,20,21,22,17,18,19,19,24,31,13,22,26,24,23,25,21,27,25,24,23,23,24,25,26,14,16,17,18,19,20,21,22,23,24,25,26,27,24,24,25,26,27,14,8,9,10,11,20,19,18,17,16,15,12,12,13,14,11,12,13,14,15,16,18,19,13,20,21,12,11,10,9,8,24,22,23,25,26,27,11,14,34,35,17,7,15,16,8,0
